Iteration,Pbar_kw_per_server,R_kw_per_server,Weight_0,Weight_1,Weight_2,Weight_3,Predicted_M_RSR,Predicted_C_track,Predicted_C_Qos,Predicted_C_total
0,0.5034888982772827,0.233395054936409,0.25,0.25,0.25,0.25,25.973146438598633,2.730248212814331,1.0561813116073608,29.75957489013672
1,0.41278210282325745,0.3541392683982849,0.25000226497650146,0.2500043511390686,0.24999994039535522,0.24999339878559113,6.93853759765625,2.2991418838500977,1.251341700553894,10.489021301269531
2,0.34082290530204773,0.34082189202308655,0.2500109374523163,0.25001394748687744,0.25000569224357605,0.249969482421875,3.0536158084869385,2.036996364593506,1.4204787015914917,6.511091232299805
3,0.2705352008342743,0.2705341875553131,0.2500201463699341,0.2500239908695221,0.25001204013824463,0.249943807721138,4.463588237762451,1.5152156352996826,1.5498682260513306,7.528671741485596
4,0.19845566153526306,0.19845466315746307,0.25002923607826233,0.2500338554382324,0.25001803040504456,0.2499188780784607,5.957535266876221,1.015183448791504,1.6866260766983032,8.659344673156738
5,0.17910000681877136,0.17909900844097137,0.2500383257865906,0.2500435709953308,0.2500237822532654,0.24989432096481323,6.368724822998047,0.8868218660354614,1.7242052555084229,8.979751586914062
6,0.17910000681877136,0.17909900844097137,0.25004738569259644,0.2500532567501068,0.25002944469451904,0.2498699277639389,6.3686909675598145,0.8868268132209778,1.7242182493209839,8.979736328125
7,0.17910000681877136,0.17909900844097137,0.2500564455986023,0.2500629425048828,0.2500351071357727,0.24984551966190338,6.368651390075684,0.8868507146835327,1.7242273092269897,8.979729652404785
8,0.17910000681877136,0.17909900844097137,0.25006550550460815,0.2500725984573364,0.250040739774704,0.24982109665870667,6.368618011474609,0.8868533968925476,1.7242375612258911,8.979708671569824
9,0.17910000681877136,0.17909900844097137,0.250074565410614,0.2500822842121124,0.25004640221595764,0.24979671835899353,6.368587017059326,0.8868658542633057,1.7242480516433716,8.979701042175293
10,0.17910000681877136,0.17909900844097137,0.2500836253166199,0.2500919699668884,0.2500520348548889,0.2497723251581192,6.368559837341309,0.886867105960846,1.7242580652236938,8.979684829711914
11,0.17910000681877136,0.17909900844097137,0.25009268522262573,0.25010165572166443,0.2500576972961426,0.24974794685840607,6.368518352508545,0.8868776559829712,1.7242680788040161,8.979663848876953
12,0.17910000681877136,0.17909900844097137,0.2501017451286316,0.25011134147644043,0.25006335973739624,0.24972355365753174,6.368483066558838,0.8868767619132996,1.7242779731750488,8.979637145996094
13,0.17910000681877136,0.17909900844097137,0.25011080503463745,0.25012102723121643,0.2500689923763275,0.2496991604566574,6.368439197540283,0.8868969082832336,1.7242891788482666,8.979625701904297
14,0.17910000681877136,0.17909900844097137,0.2501198351383209,0.25013071298599243,0.2500746548175812,0.24967478215694427,6.368411064147949,0.8868981003761292,1.7243013381958008,8.979610443115234
15,0.17910000681877136,0.17909900844097137,0.250128835439682,0.25014039874076843,0.25008028745651245,0.24965038895606995,6.368379592895508,0.8869163990020752,1.724307656288147,8.97960376739502
16,0.17910000681877136,0.17909900844097137,0.25013789534568787,0.2501501142978668,0.2500859498977661,0.249626025557518,6.368337631225586,0.8869155645370483,1.7243191003799438,8.979572296142578
17,0.17910000681877136,0.17909900844097137,0.25014692544937134,0.2501598298549652,0.2500916123390198,0.24960163235664368,6.368296146392822,0.886931300163269,1.7243309020996094,8.979558944702148
18,0.17910000681877136,0.17909900844097137,0.2501559257507324,0.2501695156097412,0.25009721517562866,0.24957726895809174,6.368256568908691,0.886949896812439,1.7243417501449585,8.979548454284668
19,0.17910000681877136,0.17909900844097137,0.2501649856567383,0.2501792311668396,0.2501028776168823,0.24955293536186218,6.368226528167725,0.8869511485099792,1.7243505716323853,8.979528427124023
20,0.17910000681877136,0.17909900844097137,0.25017398595809937,0.2501888871192932,0.2501085102558136,0.24952855706214905,6.368196964263916,0.8869693279266357,1.7243640422821045,8.979530334472656
21,0.17910000681877136,0.17909900844097137,0.25018298625946045,0.2501986026763916,0.25011417269706726,0.2495042234659195,6.368163585662842,0.8869705200195312,1.7243751287460327,8.979509353637695
22,0.17910000681877136,0.17909900844097137,0.25019195675849915,0.2502082884311676,0.25011977553367615,0.24947986006736755,6.368125915527344,0.8869901895523071,1.7243856191635132,8.979501724243164
23,0.17910000681877136,0.17909900844097137,0.25020095705986023,0.250218003988266,0.2501254379749298,0.249455526471138,6.368092060089111,0.8869839906692505,1.7243925333023071,8.97946834564209
24,0.17910000681877136,0.17909900844097137,0.2502099871635437,0.2502277195453644,0.25013110041618347,0.24943119287490845,6.3680596351623535,0.8870000243186951,1.724403738975525,8.979463577270508
25,0.17910000681877136,0.17909900844097137,0.2502189576625824,0.2502374053001404,0.25013673305511475,0.2494068443775177,6.3680315017700195,0.8870145082473755,1.7244179248809814,8.979463577270508
26,0.17910000681877136,0.17909900844097137,0.25022798776626587,0.2502470910549164,0.2501423954963684,0.24938251078128815,6.367995262145996,0.8870233297348022,1.7244231700897217,8.97944164276123
27,0.17910000681877136,0.17909900844097137,0.25023695826530457,0.2502567768096924,0.2501479983329773,0.2493581771850586,6.367958068847656,0.8870283961296082,1.7244340181350708,8.97942066192627
28,0.17910000681877136,0.17909900844097137,0.25024598836898804,0.25026649236679077,0.25015366077423096,0.24933384358882904,6.367915630340576,0.8870291709899902,1.7244454622268677,8.979390144348145
29,0.17910000681877136,0.17909900844097137,0.25025495886802673,0.25027620792388916,0.2501593232154846,0.24930953979492188,6.367880344390869,0.8870418071746826,1.7244576215744019,8.979379653930664
30,0.17910000681877136,0.17909900844097137,0.2502639591693878,0.25028592348098755,0.2501649558544159,0.2492852360010147,6.3678460121154785,0.887042760848999,1.7244664430618286,8.979354858398438
31,0.17910000681877136,0.17909900844097137,0.2502728998661041,0.25029560923576355,0.25017058849334717,0.24926091730594635,6.367819786071777,0.8870553970336914,1.7244770526885986,8.979351997375488
32,0.17910000681877136,0.17909900844097137,0.2502818703651428,0.25030529499053955,0.25017622113227844,0.249236598610878,6.367776870727539,0.8870680332183838,1.7244882583618164,8.97933292388916
33,0.17910000681877136,0.17909900844097137,0.25029081106185913,0.25031495094299316,0.2501818537712097,0.24921230971813202,6.367739200592041,0.887087881565094,1.7244993448257446,8.979326248168945
34,0.17910000681877136,0.17909900844097137,0.2502998113632202,0.25032466650009155,0.250187486410141,0.24918802082538605,6.367702960968018,0.8870830535888672,1.7245094776153564,8.97929573059082
35,0.17910000681877136,0.17909900844097137,0.2503087818622589,0.25033441185951233,0.25019314885139465,0.24916373193264008,6.367661952972412,0.8870993852615356,1.7245231866836548,8.979284286499023
36,0.17910000681877136,0.17909900844097137,0.2503177225589752,0.2503441274166107,0.25019875168800354,0.2491394430398941,6.367625713348389,0.8870909214019775,1.7245285511016846,8.97924518585205
37,0.17910000681877136,0.17909900844097137,0.25032666325569153,0.2503538429737091,0.2502043843269348,0.24911512434482574,6.367602825164795,0.88712078332901,1.724539875984192,8.979263305664062
38,0.17910000681877136,0.17909900844097137,0.25033560395240784,0.2503635287284851,0.2502100169658661,0.24909083545207977,6.367560863494873,0.8871386647224426,1.7245490550994873,8.979249000549316
39,0.17910000681877136,0.17909900844097137,0.25034454464912415,0.2503732740879059,0.25021564960479736,0.249066561460495,6.3675336837768555,0.8871383666992188,1.7245603799819946,8.979232788085938
40,0.17910000681877136,0.17909900844097137,0.25035345554351807,0.2503829598426819,0.25022125244140625,0.24904224276542664,6.367489337921143,0.8871392607688904,1.7245720624923706,8.97920036315918
41,0.17910000681877136,0.17909900844097137,0.25036242604255676,0.25039270520210266,0.2502269148826599,0.24901796877384186,6.3674492835998535,0.8871594071388245,1.7245808839797974,8.9791898727417
42,0.17910000681877136,0.17909900844097137,0.2503713369369507,0.25040239095687866,0.2502325177192688,0.24899370968341827,6.367412090301514,0.8871641159057617,1.7245917320251465,8.979167938232422
43,0.17910000681877136,0.17909900844097137,0.250380277633667,0.25041210651397705,0.2502381503582001,0.2489694356918335,6.367374420166016,0.8871654868125916,1.7246065139770508,8.979146957397461
44,0.17910000681877136,0.17909900844097137,0.2503892183303833,0.25042182207107544,0.25024375319480896,0.2489451915025711,6.367365837097168,0.8871836066246033,1.7246133089065552,8.97916316986084
45,0.17910000681877136,0.17909900844097137,0.25039809942245483,0.25043153762817383,0.25024935603141785,0.24892091751098633,6.367312908172607,0.8871846199035645,1.7246209383010864,8.979118347167969
46,0.17910000681877136,0.17909900844097137,0.25040701031684875,0.2504412531852722,0.2502549886703491,0.24889668822288513,6.367271900177002,0.8871893882751465,1.7246352434158325,8.979096412658691
47,0.17910000681877136,0.17909900844097137,0.2504159212112427,0.2504509687423706,0.2502606511116028,0.24887245893478394,6.367236137390137,0.8872118592262268,1.7246482372283936,8.979096412658691
48,0.17910000681877136,0.17909900844097137,0.2504248321056366,0.250460684299469,0.25026625394821167,0.24884819984436035,6.36721134185791,0.8872205018997192,1.724657654762268,8.979089736938477
49,0.17910000681877136,0.17909900844097137,0.2504337430000305,0.2504703998565674,0.25027188658714294,0.24882395565509796,6.367172718048096,0.8872231841087341,1.7246673107147217,8.979063034057617
50,0.17910000681877136,0.17909900844097137,0.25044262409210205,0.25048011541366577,0.25027748942375183,0.24879969656467438,6.3671417236328125,0.8872299194335938,1.7246809005737305,8.979052543640137
51,0.17910000681877136,0.17909900844097137,0.25045156478881836,0.25048983097076416,0.2502831518650055,0.24877548217773438,6.367100238800049,0.8872383832931519,1.7246888875961304,8.97902774810791
52,0.17910000681877136,0.17909900844097137,0.2504604756832123,0.25049954652786255,0.2502887547016144,0.24875123798847198,6.367072582244873,0.8872566819190979,1.7246969938278198,8.979025840759277
53,0.17910000681877136,0.17909900844097137,0.2504693269729614,0.25050923228263855,0.25029435753822327,0.2487270087003708,6.367037773132324,0.8872595429420471,1.72471022605896,8.979007720947266
54,0.17910000681877136,0.17909900844097137,0.25047823786735535,0.2505189776420593,0.25029999017715454,0.24870282411575317,6.367003917694092,0.8872683644294739,1.7247214317321777,8.978994369506836
55,0.17910000681877136,0.17909900844097137,0.2504870891571045,0.2505286931991577,0.2503056228160858,0.24867862462997437,6.366966247558594,0.887276828289032,1.7247333526611328,8.978976249694824
56,0.17910000681877136,0.17909900844097137,0.25049594044685364,0.2505383789539337,0.2503111958503723,0.24865439534187317,6.366918563842773,0.8872855305671692,1.7247461080551147,8.978950500488281
57,0.17910000681877136,0.17909900844097137,0.25050485134124756,0.2505481243133545,0.250316858291626,0.24863019585609436,6.366891860961914,0.8872906565666199,1.724748969078064,8.978931427001953
58,0.17910000681877136,0.17909900844097137,0.2505137026309967,0.2505578398704529,0.25032246112823486,0.24860598146915436,6.366857051849365,0.8873029947280884,1.7247607707977295,8.978920936584473
59,0.17910000681877136,0.17909900844097137,0.25052255392074585,0.25056758522987366,0.25032806396484375,0.24858176708221436,6.366816520690918,0.8873231410980225,1.7247737646102905,8.978913307189941
60,0.17910000681877136,0.17909900844097137,0.2505314350128174,0.25057730078697205,0.250333696603775,0.24855758249759674,6.366781711578369,0.887322187423706,1.7247868776321411,8.978890419006348
61,0.17910000681877136,0.17909900844097137,0.25054028630256653,0.2505870461463928,0.2503392994403839,0.24853336811065674,6.366750717163086,0.8873329162597656,1.7247968912124634,8.978880882263184
62,0.17910000681877136,0.17909900844097137,0.2505491077899933,0.2505967617034912,0.2503448724746704,0.24850916862487793,6.36671781539917,0.8873397707939148,1.7248026132583618,8.978859901428223
63,0.17910000681877136,0.17909900844097137,0.25055795907974243,0.250606507062912,0.2503505051136017,0.24848496913909912,6.366680145263672,0.8873447775840759,1.724812626838684,8.978837966918945
64,0.17910000681877136,0.17909900844097137,0.2505668103694916,0.2506162226200104,0.25035610795021057,0.2484608143568039,6.366649150848389,0.8873549103736877,1.7248222827911377,8.978826522827148
65,0.17910000681877136,0.17909900844097137,0.2505756616592407,0.25062596797943115,0.25036174058914185,0.24843664467334747,6.36660099029541,0.887352466583252,1.7248356342315674,8.978789329528809
66,0.17910000681877136,0.17909900844097137,0.25058451294898987,0.25063568353652954,0.25036731362342834,0.24841247498989105,6.366572856903076,0.887372612953186,1.7248433828353882,8.978788375854492
67,0.17910000681877136,0.17909900844097137,0.2505933344364166,0.25064539909362793,0.25037288665771484,0.24838832020759583,6.366528511047363,0.8873851299285889,1.724855899810791,8.978769302368164
68,0.17910000681877136,0.17909900844097137,0.25060218572616577,0.2506551444530487,0.2503785192966461,0.2483641654253006,6.366496562957764,0.8873901963233948,1.7248677015304565,8.978754043579102
69,0.17910000681877136,0.17909900844097137,0.2506110370159149,0.2506648898124695,0.2503840923309326,0.24834001064300537,6.3664679527282715,0.8874080777168274,1.7248796224594116,8.978755950927734
70,0.17910000681877136,0.17909900844097137,0.2506198585033417,0.25067463517189026,0.2503896653652191,0.24831585586071014,6.366425037384033,0.8874110579490662,1.7248890399932861,8.97872543334961
71,0.17910000681877136,0.17909900844097137,0.25062867999076843,0.25068435072898865,0.2503952383995056,0.2482917159795761,6.366399765014648,0.8874161243438721,1.7248972654342651,8.978713035583496
72,0.17910000681877136,0.17909900844097137,0.2506375014781952,0.2506940960884094,0.2504008114337921,0.24826757609844208,6.366361618041992,0.887428343296051,1.7249071598052979,8.978696823120117
73,0.17910000681877136,0.17909900844097137,0.25064632296562195,0.2507038414478302,0.250406414270401,0.24824342131614685,6.366325378417969,0.8874430060386658,1.7249184846878052,8.978687286376953
74,0.17910000681877136,0.17909900844097137,0.2506551444530487,0.2507135570049286,0.2504120171070099,0.24821928143501282,6.366293430328369,0.8874537944793701,1.7249313592910767,8.978678703308105
75,0.17910000681877136,0.17909900844097137,0.2506639361381531,0.25072330236434937,0.2504175901412964,0.24819517135620117,6.366260051727295,0.8874621391296387,1.7249404191970825,8.978662490844727
76,0.17910000681877136,0.17909900844097137,0.25067275762557983,0.25073304772377014,0.2504231631755829,0.24817107617855072,6.366209983825684,0.8874765634536743,1.7249500751495361,8.978636741638184
77,0.17910000681877136,0.17909900844097137,0.2506815791130066,0.25074276328086853,0.250428706407547,0.2481469362974167,6.366186141967773,0.8874948024749756,1.724960207939148,8.978641510009766
78,0.17910000681877136,0.17909900844097137,0.25069037079811096,0.2507524788379669,0.2504343092441559,0.24812281131744385,6.366148471832275,0.887492299079895,1.7249696254730225,8.978610038757324
79,0.17910000681877136,0.17909900844097137,0.25069916248321533,0.2507622241973877,0.25043991208076477,0.2480987161397934,6.366114616394043,0.8874895572662354,1.7249835729599,8.97858715057373
80,0.17910000681877136,0.17909900844097137,0.2507079243659973,0.25077199935913086,0.25044548511505127,0.24807462096214294,6.3660783767700195,0.8875058889389038,1.724990963935852,8.978575706481934
81,0.17910000681877136,0.17909900844097137,0.2507167160511017,0.25078171491622925,0.2504510283470154,0.2480505108833313,6.366044521331787,0.8875046372413635,1.7250008583068848,8.97854995727539
82,0.17910000681877136,0.17909900844097137,0.25072547793388367,0.25079146027565,0.2504565715789795,0.24802637100219727,6.366011142730713,0.8875287771224976,1.7250139713287354,8.978553771972656
83,0.17910000681877136,0.17909900844097137,0.2507342994213104,0.2508012354373932,0.25046220421791077,0.2480023056268692,6.365977764129639,0.8875299096107483,1.7250220775604248,8.978529930114746
84,0.17910000681877136,0.17909900844097137,0.25074303150177,0.25081098079681396,0.25046777725219727,0.24797818064689636,6.365935802459717,0.8875421285629272,1.7250295877456665,8.978507995605469
85,0.17910000681877136,0.17909900844097137,0.2507518231868744,0.25082072615623474,0.2504733204841614,0.24795407056808472,6.365900039672852,0.8875490427017212,1.7250442504882812,8.978492736816406
86,0.17910000681877136,0.17909900844097137,0.25076058506965637,0.2508304715156555,0.2504788935184479,0.24793002009391785,6.365870952606201,0.8875598311424255,1.725052833557129,8.978483200073242
87,0.17910000681877136,0.17909900844097137,0.25076934695243835,0.2508402466773987,0.2504844665527344,0.2479059398174286,6.3658318519592285,0.8875625729560852,1.7250632047653198,8.9784574508667
88,0.17910000681877136,0.17909900844097137,0.25077807903289795,0.25084999203681946,0.2504900395870209,0.24788187444210052,6.36579704284668,0.8875789642333984,1.7250754833221436,8.9784517288208
89,0.17910000681877136,0.17909900844097137,0.25078684091567993,0.25085973739624023,0.2504956126213074,0.24785780906677246,6.365768909454346,0.8875836730003357,1.7250864505767822,8.978439331054688
90,0.17910000681877136,0.17909900844097137,0.2507956027984619,0.250869482755661,0.2505011558532715,0.2478337436914444,6.365735054016113,0.8875906467437744,1.7250938415527344,8.978419303894043
91,0.17910000681877136,0.17909900844097137,0.2508043646812439,0.2508792579174042,0.250506728887558,0.24780967831611633,6.365701198577881,0.8876013159751892,1.7251033782958984,8.978405952453613
92,0.17910000681877136,0.17909900844097137,0.2508130371570587,0.2508889436721802,0.2505122721195221,0.24778558313846588,6.365662097930908,0.8876156806945801,1.7251120805740356,8.978389739990234
93,0.17910000681877136,0.17909900844097137,0.2508218586444855,0.2508987486362457,0.25051790475845337,0.2477615624666214,6.3656325340271,0.887630045413971,1.7251243591308594,8.978386878967285
94,0.17910000681877136,0.17909900844097137,0.2508305609226227,0.2509084939956665,0.2505234181880951,0.24773749709129333,6.365586280822754,0.8876328468322754,1.7251410484313965,8.978360176086426
95,0.17910000681877136,0.17909900844097137,0.25083932280540466,0.2509182393550873,0.250529021024704,0.24771346151828766,6.365550518035889,0.887637734413147,1.7251490354537964,8.978337287902832
96,0.17910000681877136,0.17909900844097137,0.2508479952812195,0.25092798471450806,0.2505345642566681,0.2476894110441208,6.365509510040283,0.8876485228538513,1.7251578569412231,8.978316307067871
97,0.17910000681877136,0.17909900844097137,0.25085675716400146,0.2509377598762512,0.2505401372909546,0.2476654052734375,6.365486145019531,0.8876554369926453,1.725165605545044,8.978306770324707
98,0.17910000681877136,0.17909900844097137,0.25086545944213867,0.2509474754333496,0.2505457103252411,0.24764136970043182,6.365448474884033,0.8876619935035706,1.7251732349395752,8.978283882141113
99,0.17910000681877136,0.17909900844097137,0.2508741617202759,0.2509572207927704,0.2505512535572052,0.24761733412742615,6.365416049957275,0.8876723647117615,1.7251861095428467,8.97827434539795
100,0.17910000681877136,0.17909900844097137,0.2508828639984131,0.25096696615219116,0.2505568265914917,0.24759332835674286,6.365381240844727,0.887687087059021,1.725196361541748,8.978264808654785
101,0.17910000681877136,0.17909900844097137,0.2508915960788727,0.25097668170928955,0.2505623400211334,0.24756929278373718,6.365340232849121,0.8876956105232239,1.7252100706100464,8.978245735168457
102,0.17910000681877136,0.17909900844097137,0.2509002685546875,0.2509864568710327,0.2505679130554199,0.2475452870130539,6.365312576293945,0.8877082467079163,1.725221037864685,8.978241920471191
103,0.17910000681877136,0.17909900844097137,0.2509090006351471,0.2509962320327759,0.2505735158920288,0.2475212961435318,6.365264892578125,0.8877188563346863,1.7252308130264282,8.978214263916016
104,0.17910000681877136,0.17909900844097137,0.2509176731109619,0.25100594758987427,0.2505790591239929,0.24749726057052612,6.365232467651367,0.8877255916595459,1.7252397537231445,8.978198051452637
105,0.17910000681877136,0.17909900844097137,0.2509264051914215,0.25101572275161743,0.2505846321582794,0.24747328460216522,6.365202903747559,0.8877244591712952,1.7252488136291504,8.97817611694336
106,0.17910000681877136,0.17909900844097137,0.25093507766723633,0.2510254681110382,0.25059017539024353,0.24744927883148193,6.365172386169434,0.8877410888671875,1.72525954246521,8.97817325592041
107,0.17910000681877136,0.17909900844097137,0.25094375014305115,0.25103524327278137,0.25059574842453003,0.24742528796195984,6.365128040313721,0.8877459764480591,1.7252732515335083,8.978147506713867
108,0.17910000681877136,0.17909900844097137,0.25095245242118835,0.25104501843452454,0.25060129165649414,0.24740129709243774,6.365104675292969,0.8877568244934082,1.7252815961837769,8.978142738342285
109,0.17910000681877136,0.17909900844097137,0.2509610950946808,0.2510547339916229,0.25060680508613586,0.24737729132175446,6.365062713623047,0.8877691030502319,1.7252904176712036,8.97812271118164
110,0.17910000681877136,0.17909900844097137,0.2509697377681732,0.2510645091533661,0.25061237812042236,0.24735331535339355,6.365017890930176,0.8877755999565125,1.7253037691116333,8.978096961975098
111,0.17910000681877136,0.17909900844097137,0.2509784400463104,0.25107428431510925,0.2506179213523865,0.24732936918735504,6.364994525909424,0.8877922296524048,1.7253165245056152,8.978103637695312
112,0.17910000681877136,0.17909900844097137,0.25098711252212524,0.2510840594768524,0.2506234645843506,0.24730539321899414,6.364947319030762,0.8877989053726196,1.725326657295227,8.978073120117188
113,0.17910000681877136,0.17909900844097137,0.2509957253932953,0.2510938346385956,0.2506290376186371,0.24728140234947205,6.364920616149902,0.8878054618835449,1.7253347635269165,8.978060722351074
114,0.17910000681877136,0.17909900844097137,0.2510043978691101,0.25110357999801636,0.2506345808506012,0.24725742638111115,6.3648786544799805,0.8878200650215149,1.725345492362976,8.978044509887695
115,0.17910000681877136,0.17909900844097137,0.2510130703449249,0.2511133551597595,0.2506401240825653,0.24723346531391144,6.3648481369018555,0.887819230556488,1.7253551483154297,8.978022575378418
116,0.17910000681877136,0.17909900844097137,0.25102171301841736,0.2511231005191803,0.2506456673145294,0.24720951914787292,6.364821434020996,0.8878375887870789,1.7253690958023071,8.978028297424316
117,0.17910000681877136,0.17909900844097137,0.2510303556919098,0.25113287568092346,0.25065121054649353,0.2471855729818344,6.364777088165283,0.887840211391449,1.7253775596618652,8.977994918823242
118,0.17910000681877136,0.17909900844097137,0.25103893876075745,0.25114262104034424,0.25065672397613525,0.2471616268157959,6.364748477935791,0.8878530263900757,1.725387454032898,8.977989196777344
119,0.17910000681877136,0.17909900844097137,0.2510475814342499,0.251152366399765,0.25066226720809937,0.24713768064975739,6.364723205566406,0.8878597617149353,1.7253985404968262,8.977981567382812
120,0.17910000681877136,0.17909900844097137,0.2510562539100647,0.25116217136383057,0.25066784024238586,0.24711376428604126,6.3646769523620605,0.8878740072250366,1.7254090309143066,8.977960586547852
121,0.17910000681877136,0.17909900844097137,0.25106483697891235,0.25117191672325134,0.2506733536720276,0.24708981812000275,6.3646416664123535,0.8878769278526306,1.7254184484481812,8.977936744689941
122,0.17910000681877136,0.17909900844097137,0.2510734796524048,0.2511816918849945,0.2506789267063141,0.24706591665744781,6.364596366882324,0.887891411781311,1.7254281044006348,8.97791576385498
123,0.17910000681877136,0.17909900844097137,0.25108209252357483,0.2511914372444153,0.2506844401359558,0.2470419555902481,6.3645734786987305,0.8879092931747437,1.7254377603530884,8.977920532226562
124,0.17910000681877136,0.17909900844097137,0.2510907053947449,0.25120118260383606,0.2506899833679199,0.24701803922653198,6.364534854888916,0.8879088759422302,1.725448727607727,8.977892875671387
125,0.17910000681877136,0.17909900844097137,0.2510993480682373,0.2512109577655792,0.2506955564022064,0.24699412286281586,6.364499092102051,0.8879155516624451,1.7254596948623657,8.977874755859375
126,0.17910000681877136,0.17909900844097137,0.25110796093940735,0.2512207329273224,0.25070109963417053,0.2469702512025833,6.364470958709717,0.8879318833351135,1.7254685163497925,8.97787094116211
127,0.17910000681877136,0.17909900844097137,0.251116544008255,0.25123047828674316,0.25070661306381226,0.246946319937706,6.364441871643066,0.8879290223121643,1.7254815101623535,8.977851867675781
128,0.17910000681877136,0.17909900844097137,0.25112512707710266,0.25124025344848633,0.25071218609809875,0.24692243337631226,6.3643951416015625,0.8879433870315552,1.7254949808120728,8.97783374786377
129,0.17910000681877136,0.17909900844097137,0.2511337101459503,0.2512499690055847,0.2507176995277405,0.24689850211143494,6.3643693923950195,0.8879526257514954,1.725502610206604,8.977825164794922
130,0.17910000681877136,0.17909900844097137,0.25114235281944275,0.25125977396965027,0.2507232427597046,0.2468746453523636,6.3643269538879395,0.8879666924476624,1.72551429271698,8.977807998657227
131,0.17910000681877136,0.17909900844097137,0.2511509358882904,0.25126954913139343,0.2507288157939911,0.24685075879096985,6.364291667938232,0.8879674673080444,1.7255234718322754,8.977783203125
132,0.17910000681877136,0.17909900844097137,0.25115951895713806,0.2512792646884918,0.2507343292236328,0.2468268722295761,6.364258289337158,0.8879649043083191,1.725535273551941,8.977758407592773
133,0.17910000681877136,0.17909900844097137,0.2511681020259857,0.2512890696525574,0.25073984265327454,0.24680298566818237,6.3642168045043945,0.8879774212837219,1.7255423069000244,8.977736473083496
134,0.17910000681877136,0.17909900844097137,0.251176655292511,0.25129881501197815,0.25074538588523865,0.24677908420562744,6.364199161529541,0.8879976868629456,1.7255510091781616,8.977747917175293
135,0.17910000681877136,0.17909900844097137,0.25118520855903625,0.2513086199760437,0.25075089931488037,0.2467552125453949,6.364154815673828,0.8880022168159485,1.7255666255950928,8.977724075317383
136,0.17910000681877136,0.17909900844097137,0.2511937916278839,0.25131839513778687,0.2507564425468445,0.24673135578632355,6.364121437072754,0.8880129456520081,1.7255746126174927,8.97770881652832
137,0.17910000681877136,0.17909900844097137,0.2512023448944092,0.25132817029953003,0.2507619857788086,0.2467074990272522,6.364085674285889,0.8880103826522827,1.7255842685699463,8.977680206298828
138,0.17910000681877136,0.17909900844097137,0.25121089816093445,0.2513379454612732,0.25076746940612793,0.24668362736701965,6.3640546798706055,0.8880342245101929,1.7255936861038208,8.977683067321777
139,0.17910000681877136,0.17909900844097137,0.2512194514274597,0.25134772062301636,0.25077298283576965,0.2466597855091095,6.364024639129639,0.8880372643470764,1.7256028652191162,8.977664947509766
140,0.17910000681877136,0.17909900844097137,0.2512280344963074,0.2513575255870819,0.2507784962654114,0.24663594365119934,6.363986492156982,0.888047993183136,1.7256133556365967,8.97764778137207
141,0.17910000681877136,0.17909900844097137,0.25123658776283264,0.2513673007488251,0.2507840394973755,0.24661210179328918,6.363948822021484,0.8880622386932373,1.7256273031234741,8.977638244628906
142,0.17910000681877136,0.17909900844097137,0.2512451410293579,0.25137707591056824,0.25078949332237244,0.24658825993537903,6.363915920257568,0.8880615830421448,1.7256369590759277,8.977614402770996
143,0.17910000681877136,0.17909900844097137,0.2512536942958832,0.2513868510723114,0.25079500675201416,0.24656441807746887,6.363867282867432,0.8880718350410461,1.7256436347961426,8.977582931518555
144,0.17910000681877136,0.17909900844097137,0.25126224756240845,0.25139665603637695,0.2508005201816559,0.24654057621955872,6.363834857940674,0.8880841732025146,1.7256584167480469,8.977577209472656
145,0.17910000681877136,0.17909900844097137,0.25127077102661133,0.2514064311981201,0.2508060336112976,0.24651679396629333,6.363801956176758,0.8880929350852966,1.7256693840026855,8.977563858032227
146,0.17910000681877136,0.17909900844097137,0.2512792944908142,0.2514162063598633,0.25081151723861694,0.24649296700954437,6.3637614250183105,0.8880999684333801,1.725678563117981,8.977540016174316
147,0.17910000681877136,0.17909900844097137,0.2512877881526947,0.25142595171928406,0.25081703066825867,0.2464691400527954,6.363740921020508,0.8881257772445679,1.7256861925125122,8.977553367614746
148,0.17910000681877136,0.17909900844097137,0.25129637122154236,0.2514357566833496,0.250822514295578,0.24644534289836884,6.363699913024902,0.8881152868270874,1.725697636604309,8.977513313293457
149,0.17910000681877136,0.17909900844097137,0.25130489468574524,0.2514455318450928,0.2508280277252197,0.24642156064510345,6.3636579513549805,0.8881258964538574,1.7257075309753418,8.97749137878418
150,0.17910000681877136,0.17909900844097137,0.2513134181499481,0.25145530700683594,0.25083351135253906,0.2463977336883545,6.363630294799805,0.8881327509880066,1.725722312927246,8.977485656738281
